AT2G38340	Carub.0004s2032
AT1G74520	Carub.0002s2132
AT1G74600	Carub.0002s2139
AT1G74460	Carub.0002s2126
AT1G74458	Carub.0002s2125
AT1G74430	Carub.0002s2120
AT1G74450	Carub.0002s2122
AT1G74440	Carub.0002s2121
AT1G74480	Carub.0002s2128
AT1G74470	Carub.0002s2127
AT1G74490	Carub.0002s2129
AT1G74820	Carub.0002s2160
AT1G74840	Carub.0002s2162
AT1G74830	Carub.0002s2161
AT1G74790	Carub.0002s2157
AT1G74780	Carub.0002s2156
AT1G74810	Carub.0002s2159
AT1G74800	Carub.0002s2158
AT1G74740	Carub.0002s2153
AT1G74730	Carub.0002s2152
AT1G74770	Carub.0002s2155
AT1G74750	Carub.0002s2154
AT1G74720	Carub.0002s2151
AT1G74710	Carub.0002s2150
AT1G74680	Carub.0002s2146
AT1G74660	Carub.0002s2145
AT1G74690	Carub.0002s2148
AT2G47450	Carub.0002s2147
AT1G74630	Carub.0002s2142
AT1G74650	Carub.0002s2144
AT1G74640	Carub.0002s2143
AT1G74700	Carub.0002s2149
AT2G15130	Carub.0003s2905
AT5G03080	Carub.0006s0187
AT2G15090	Carub.0003s2903
AT5G03180	Carub.0006s0197
AT2G15240	Carub.0003s2908
AT5G03170	Carub.0006s0196
AT5G03160	Carub.0006s0195
AT5G03150	Carub.0006s0194
AT2G15230	Carub.0003s2907
AT5G03140	Carub.0006s0193
AT5G03120	Carub.0006s0192
AT5G03110	Carub.0006s0191
AT5G03204	Carub.0006s0199
AT5G03200	Carub.0006s0198
AT1G74360	Carub.0002s2113
AT1G74340	Carub.0002s2112
AT1G74380	Carub.0002s2115
AT1G74370	Carub.0002s2114
AT1G74330	Carub.0002s2111
AT1G74320	Carub.0002s2110
AT1G74400	Carub.0002s2117
AT1G74390	Carub.0002s2116
AT1G74420	Carub.0002s2119
AT1G74410	Carub.0002s2118
AT1G74230	Carub.0002s2102
AT1G74220	Carub.0002s2101
AT1G74250	Carub.0002s2104
AT1G74240	Carub.0002s2103
AT1G74210	Carub.0002s2100
AT1G74310	Carub.0002s2109
AT1G74270	Carub.0002s2106
AT1G74260	Carub.0002s2105
AT1G74300	Carub.0002s2108
AT3G16370	Carub.0003s1612
AT5G02730	Carub.0006s0149
AT3G16360	Carub.0003s1611
AT5G02720	Carub.0006s0148
AT5G02710	Carub.0006s0147
AT3G16380	Carub.0003s1613
AT5G02640	Carub.0006s0146
AT3G09160	Carub.0006s0144
AT3G16440	Carub.0003s1618
AT5G02620	Carub.0006s0143
AT5G16540	Carub.0006s1474
AT5G16550	Carub.0006s1475
AT5G16560	Carub.0006s1476
AT5G16570	Carub.0006s1478
AT2G15630	Carub.0003s2940
AT5G16590	Carub.0006s1479
AT3G16350	Carub.0003s1610
AT5G16600	Carub.0006s1480
AT5G16610	Carub.0006s1481
AT5G16620	Carub.0006s1483
AT5G16630	Carub.0006s1484
AT5G02770	Carub.0006s0153
AT5G02760	Carub.0006s0152
AT5G02750	Carub.0006s0151
AT5G02740	Carub.0006s0150
AT3G16260	Carub.0003s1601
AT2G15560	Carub.0003s2933
AT3G16250	Carub.0003s1600
AT2G15570	Carub.0003s2934
AT3G16280	Carub.0003s1603
AT2G15490	Carub.0003s2931
AT5G47580	Carub.0006s0159
AT3G16270	Carub.0003s1602
AT2G15535	Carub.0003s2932
AT5G02660	Carub.0006s0157
AT3G16300	Carub.0003s1605
AT2G15610	Carub.0003s2937
AT2G05320	Carub.0003s2938
AT3G16290	Carub.0003s1604
AT5G02790	Carub.0006s0155
AT3G16320	Carub.0003s1607
AT2G15580	Carub.0003s2935
AT5G02780	Carub.0006s0154
AT3G16310	Carub.0003s1606
AT2G15590	Carub.0003s2936
AT5G16650	Carub.0006s1486
AT5G16660	Carub.0006s1487
AT5G16680	Carub.0006s1488
AT5G16690	Carub.0006s1489
AT2G15440	Carub.0003s2930
AT5G16710	Carub.0006s1492
AT5G16715	Carub.0006s1493
AT5G16720	Carub.0006s1494
AT5G16730	Carub.0006s1495
AT5G02840	Carub.0006s0164
AT3G16340	Carub.0003s1609
AT5G02830	Carub.0006s0163
AT3G16330	Carub.0003s1608
AT5G02820	Carub.0006s0162
AT2G15620	Carub.0003s2939
AT5G02810	Carub.0006s0161
AT5G02800	Carub.0006s0160
AT2G15325	Carub.0003s2922
AT2G15310	Carub.0003s2920
AT5G02880	Carub.0006s0169
AT2G15320	Carub.0003s2921
AT5G02870	Carub.0006s0168
AT2G15390	Carub.0003s2926
AT5G02860	Carub.0006s0166
AT5G02850	Carub.0006s0165
AT5G16740	Carub.0006s1496
AT5G16750	Carub.0006s1497
AT5G16760	Carub.0006s1498
AT5G16770	Carub.0006s1499
AT5G02950	Carub.0006s0175
AT5G02940	Carub.0006s0174
AT2G15480	Carub.0003s2929
AT5G02910	Carub.0006s0171
AT5G02890	Carub.0006s0170
AT2G15280	Carub.0003s2911
AT2G15290	Carub.0003s2912
AT2G15270	Carub.0003s2910
AT2G15300	Carub.0003s2913
AT5G02970	Carub.0006s0177
AT5G03070	Carub.0006s0186
AT5G03060	Carub.0006s0185
AT5G03050	Carub.0006s0184
AT5G03040	Carub.0006s0183
AT5G03030	Carub.0006s0182
AT5G02220	Carub.0006s0106
AT5G16190	Carub.0006s1438
AT3G04000	Carub.0003s0325
AT2G16070	Carub.0003s2988
AT4G09140	Carub.0006s2769
AT3G16850	Carub.0003s1656
AT5G02210	Carub.0006s0105
AT5G16200	Carub.0006s1439
AT3G16840	Carub.0003s1655
AT3G03990	Carub.0003s0324
AT5G02200	Carub.0006s0104
AT3G04020	Carub.0003s0327
AT2G16050	Carub.0003s2986
AT3G16860	Carub.0003s1658
AT5G02190	Carub.0006s0103
AT3G04010	Carub.0003s0326
AT2G16060	Carub.0003s2987
AT3G16857	Carub.0003s1657
AT5G02180	Carub.0006s0102
AT3G04050	Carub.0003s0329
AT5G02170	Carub.0006s0101
AT3G04030	Carub.0003s0328
AT3G16870	Carub.0003s1659
AT5G02160	Carub.0006s0100
AT4G09020	Carub.0006s2761
AT2G14560	Carub.0002s2182
AT1G75030	Carub.0002s2181
AT5G16130	Carub.0006s1432
AT4G09040	Carub.0006s2763
AT1G75050	Carub.0002s2184
AT3G16785	Carub.0003s1650
AT5G16140	Carub.0006s1433
AT4G09060	Carub.0006s2764
AT1G75040	Carub.0002s2183
AT2G15970	Carub.0003s2984
AT3G16810	Carub.0003s1652
AT3G03960	Carub.0003s0321
AT5G02250	Carub.0006s0109
AT2G15980	Carub.0003s2985
AT5G16160	Carub.0006s1435
AT4G09100	Carub.0006s2766
AT3G16800	Carub.0003s1651
AT3G03950	Carub.0003s0320
AT5G02240	Carub.0006s0108
AT5G16170	Carub.0006s1436
AT1G75020	Carub.0002s2180
AT3G03980	Carub.0003s0323
AT5G02230	Carub.0006s0107
AT2G15960	Carub.0003s2983
AT5G16180	Carub.0006s1437
AT3G03970	Carub.0003s0322
AT1G75010	Carub.0002s2179
AT1G75000	Carub.0002s2178
AT1G74960	Carub.0002s2175
AT1G74950	Carub.0002s2174
AT1G74990	Carub.0002s2177
AT5G16210	Carub.0006s1440
AT1G74970	Carub.0002s2176
AT4G09130	Carub.0006s2771
AT5G02380	Carub.0006s0117
AT5G16300	Carub.0006s1449
AT3G16720	Carub.0003s1645
AT2G15890	Carub.0003s2977
AT3G03900	Carub.0003s0314
AT5G02370	Carub.0006s0116
AT3G16710	Carub.0003s1644
AT3G16760	Carub.0003s1647
AT2G15860	Carub.0003s2975
AT3G03920	Carub.0003s0316
AT5G02310	Carub.0006s0114
AT3G16730	Carub.0003s1646
AT3G03910	Carub.0003s0315
AT5G02290	Carub.0006s0113
AT3G16780	Carub.0003s1649
AT5G02280	Carub.0006s0112
AT3G16770	Carub.0003s1648
AT3G03930	Carub.0003s0317
AT5G02270	Carub.0006s0111
AT2G15910	Carub.0003s2979
AT5G02260	Carub.0006s0110
AT3G03940	Carub.0003s0319
AT5G16220	Carub.0006s1441
AT1G74920	Carub.0002s2171
AT5G16230	Carub.0006s1442
AT1G74910	Carub.0002s2170
AT4G09150	Carub.0006s2773
AT2G15790	Carub.0003s2970
AT5G16240	Carub.0006s1443
AT4G09160	Carub.0006s2774
AT5G16250	Carub.0006s1444
AT1G74930	Carub.0002s2172
AT5G16260	Carub.0006s1445
AT2G15830	Carub.0003s2973
AT1G13110	Carub.0003s2974
AT5G16270	Carub.0006s1446
AT5G02400	Carub.0006s0119
AT5G16280	Carub.0006s1447
AT3G16700	Carub.0003s1643
AT3G03890	Carub.0003s0312
AT5G02390	Carub.0006s0118
AT5G16290	Carub.0006s1448
AT4G09180	Carub.0006s2779
AT3G16690	Carub.0003s1642
AT2G15820	Carub.0003s2972
AT1G74890	Carub.0002s2168
AT1G74880	Carub.0002s2167
AT1G74900	Carub.0002s2169
AT1G74860	Carub.0002s2164
AT1G74850	Carub.0002s2163
AT1G74875	Carub.0002s2166
AT5G16310	Carub.0006s1450
AT1G74870	Carub.0002s2165
AT5G16320	Carub.0006s1451
AT5G02410	Carub.0006s0120
AT5G02480	Carub.0006s0128
AT3G16610	Carub.0003s1634
AT2G15780	Carub.0003s2966
AT3G03830	Carub.0003s0303
AT5G02470	Carub.0006s0127
AT3G16600	Carub.0003s1633
AT3G03828	Carub.0003s0302
AT5G02460	Carub.0006s0126
AT3G16630	Carub.0003s1636
AT3G03860	Carub.0003s0305
AT5G02450	Carub.0006s0125
AT3G16620	Carub.0003s1635
AT5G02440	Carub.0006s0124
AT3G16650	Carub.0003s1638
AT3G03880	Carub.0003s0307
AT5G02430	Carub.0006s0123
AT3G16640	Carub.0003s1637
AT3G03870	Carub.0003s0306
AT5G02420	Carub.0006s0121
AT3G16660	Carub.0003s1639
AT5G16330	Carub.0006s1452
AT4G09320	Carub.0006s2783
AT4G09340	Carub.0006s2784
AT5G16360	Carub.0006s1455
AT4G09350	Carub.0006s2786
AT4G09460	Carub.0006s2787
AT3G16570	Carub.0003s1630
AT5G16380	Carub.0006s1457
AT5G16390	Carub.0006s1458
AT5G02490	Carub.0006s0129
AT5G16400	Carub.0006s1459
AT3G16580	Carub.0003s1631
AT2G15770	Carub.0003s2961
AT1G75160	Carub.0002s2197
AT1G75150	Carub.0002s2196
AT4G09510	Carub.0006s2792
AT1G75180	Carub.0002s2199
AT5G16420	Carub.0006s1462
AT1G75170	Carub.0002s2198
AT5G02510	Carub.0006s0131
AT5G02500	Carub.0006s0130
AT5G02590	Carub.0006s0139
AT3G16490	Carub.0003s1623
AT5G02580	Carub.0006s0138
AT3G16480	Carub.0003s1622
AT2G15695	Carub.0003s2956
AT3G16500	Carub.0003s1625
AT5G02560	Carub.0006s0136
AT2G15680	Carub.0003s2954
AT5G02550	Carub.0006s0135
AT3G16520	Carub.0003s1627
AT2G15760	Carub.0003s2959
AT5G02540	Carub.0006s0134
AT3G16510	Carub.0003s1626
AT5G02530	Carub.0006s0133
AT3G16565	Carub.0003s1629
AT2G15730	Carub.0003s2957
AT5G02520	Carub.0006s0132
AT3G16560	Carub.0003s1628
AT5G16440	Carub.0006s1463
AT5G16450	Carub.0006s1464
AT5G16453	Carub.0006s1465
AT1G75140	Carub.0002s2195
AT5G16460	Carub.0006s1466
AT1G75130	Carub.0002s2194
AT5G16470	Carub.0006s1467
AT5G16480	Carub.0006s1468
AT4G09530	Carub.0006s2799
AT5G16490	Carub.0006s1469
AT1G75125	Carub.0002s2191
AT3G16470	Carub.0003s1621
AT3G16460	Carub.0003s1620
AT1G75110	Carub.0002s2189
AT5G16500	Carub.0006s1470
AT1G75080	Carub.0002s2186
AT5G16510	Carub.0006s1471
AT1G75060	Carub.0002s2185
AT5G16520	Carub.0006s1472
AT1G75100	Carub.0002s2188
AT5G16530	Carub.0006s1473
AT1G75090	Carub.0002s2187
AT5G02610	Carub.0006s0142
AT5G02600	Carub.0006s0141
AT3G04530	Carub.0003s0369
AT3G17240	Carub.0003s1699
AT3G04520	Carub.0003s0368
AT3G17170	Carub.0003s1692
AT3G04450	Carub.0003s0361
AT3G17160	Carub.0003s1691
AT3G04470	Carub.0003s0363
AT3G17180	Carub.0003s1693
AT3G04460	Carub.0003s0362
AT5G28750	Carub.0006s2600
AT3G17205	Carub.0003s1696
AT3G04480	Carub.0003s0364
AT5G28770	Carub.0006s2602
AT3G17220	Carub.0003s1698
AT3G04510	Carub.0003s0367
AT3G17210	Carub.0003s1697
AT3G04500	Carub.0003s0366
AT3G04550	Carub.0003s0370
AT3G04370	Carub.0003s0358
AT3G17140	Carub.0003s1688
AT3G04360	Carub.0003s0357
AT5G29000	Carub.0006s2618
AT3G04380	Carub.0003s0359
AT3G04290	Carub.0003s0350
AT3G17060	Carub.0003s1680
AT3G17090	Carub.0003s1683
AT3G04310	Carub.0003s0352
AT5G28830	Carub.0006s2610
AT3G17080	Carub.0003s1682
AT3G04300	Carub.0003s0351
AT5G28840	Carub.0006s2611
AT3G17100	Carub.0003s1684
AT3G17130	Carub.0003s1687
AT3G04350	Carub.0003s0356
AT3G17120	Carub.0003s1686
AT3G04340	Carub.0003s0355
AT3G17030	Carub.0003s1678
AT3G04260	Carub.0003s0347
AT3G17020	Carub.0003s1677
AT3G04240	Carub.0003s0346
AT4G06599	Carub.0006s2628
AT3G04280	Carub.0003s0349
AT4G06598	Carub.0006s2629
AT3G17040	Carub.0003s1679
AT3G04270	Carub.0003s0348
AT3G16950	Carub.0003s1670
AT3G16970	Carub.0003s1672
AT3G16960	Carub.0003s1671
AT3G16990	Carub.0003s1674
AT3G04160	Carub.0003s0342
AT3G16980	Carub.0003s1673
AT3G17010	Carub.0003s1676
AT3G04230	Carub.0003s0345
AT3G27906	Carub.0006s2624
AT3G17000	Carub.0003s1675
AT2G06845	Carub.0006s2625
AT3G04200	Carub.0003s0344
AT5G14910	Carub.0006s1306
AT3G04120	Carub.0003s0335
AT5G14920	Carub.0006s1307
AT3G16895	Carub.0003s1666
AT4G06676	Carub.0006s2639
AT3G04130	Carub.0003s0338
AT5G14930	Carub.0006s1308
AT3G16940	Carub.0003s1669
AT2G16280	Carub.0003s2998
AT3G04140	Carub.0003s0339
AT2G16230	Carub.0003s2991
AT5G14850	Carub.0006s1300
AT4G06634	Carub.0006s2631
AT3G04060	Carub.0003s0330
AT3G16880	Carub.0003s1661
AT5G14860	Carub.0006s1301
AT2G16200	Carub.0003s2990
AT5G14870	Carub.0006s1302
AT3G04080	Carub.0003s0332
AT3G16900	Carub.0003s1663
AT5G14880	Carub.0006s1303
AT2G16270	Carub.0003s2996
AT3G04070	Carub.0003s0331
AT3G16890	Carub.0003s1662
AT5G14890	Carub.0006s1304
AT3G04100	Carub.0003s0334
AT3G16920	Carub.0003s1665
AT5G14900	Carub.0006s1305
AT3G04090	Carub.0003s0333
AT3G16910	Carub.0003s1664
AT3G04770	Carub.0003s0394
AT3G04760	Carub.0003s0393
AT3G04790	Carub.0003s0396
AT3G04780	Carub.0003s0395
AT3G04800	Carub.0003s0397
AT3G04810	Carub.0003s0399
AT3G04670	Carub.0003s0383
AT3G04700	Carub.0003s0385
AT3G04680	Carub.0003s0384
AT3G04710	Carub.0003s0386
AT3G04720	Carub.0003s0389
AT3G04730	Carub.0003s0390
AT3G04750	Carub.0003s0392
AT3G04740	Carub.0003s0391
AT3G04630	Carub.0003s0379
AT3G04570	Carub.0003s0372
AT3G04560	Carub.0003s0371
AT3G04580	Carub.0003s0373
AT3G04600	Carub.0003s0375
AT3G04620	Carub.0003s0378
AT3G04610	Carub.0003s0377
AT3G04650	Carub.0003s0381
AT3G04640	Carub.0003s0380
AT3G63490	Carub.0005s3010
AT3G63500	Carub.0005s3011
AT3G63440	Carub.0005s3006
AT3G63460	Carub.0005s3007
AT3G63480	Carub.0005s3009
AT3G63400	Carub.0005s3002
AT3G63410	Carub.0005s3003
AT3G63420	Carub.0005s3004
AT3G63430	Carub.0005s3005
AT5G26880	Carub.0005s3017
AT3G63520	Carub.0005s3013
AT3G63530	Carub.0005s3014
AT3G63540	Carub.0005s3015
AT3G63390	Carub.0005s3001
AT1G73390	Carub.0002s2013
AT1G73410	Carub.0002s2016
AT1G73400	Carub.0002s2015
AT1G73360	Carub.0002s2010
AT1G73380	Carub.0002s2012
AT1G73370	Carub.0002s2011
AT1G73230	Carub.0002s2003
AT1G73220	Carub.0002s2002
AT1G73260	Carub.0002s2005
AT1G73240	Carub.0002s2004
AT1G73210	Carub.0002s2001
AT1G73320	Carub.0002s2007
AT1G73350	Carub.0002s2009
AT1G73340	Carub.0002s2008
AT1G73660	Carub.0002s2041
AT1G73655	Carub.0002s2040
AT1G73620	Carub.0002s2036
AT1G73640	Carub.0002s2038
AT1G73630	Carub.0002s2037
AT1G73580	Carub.0002s2032
AT1G73600	Carub.0002s2034
AT1G73590	Carub.0002s2033
AT1G73650	Carub.0002s2039
AT1G73560	Carub.0002s2030
AT2G05970	Carub.0002s2025
AT1G73480	Carub.0002s2021
AT1G73470	Carub.0002s2020
AT1G73500	Carub.0002s2023
AT1G73550	Carub.0002s2029
AT1G73540	Carub.0002s2028
AT5G01200	Carub.0006s0069
AT5G01210	Carub.0006s0068
AT5G01220	Carub.0006s0067
AT5G01225	Carub.0006s0066
AT5G15810	Carub.0006s1397
AT5G15820	Carub.0006s1398
AT5G15830	Carub.0006s1399
AT5G01110	Carub.0006s0076
AT5G01160	Carub.0006s0073
AT5G01170	Carub.0006s0072
AT5G01180	Carub.0006s0071
AT5G01190	Carub.0006s0070
AT5G01090	Carub.0006s0078
AT5G01100	Carub.0006s0077
AT5G02020	Carub.0006s0087
AT5G02010	Carub.0006s0086
AT5G01030	Carub.0006s0085
AT5G01060	Carub.0006s0082
AT5G01070	Carub.0006s0081
AT5G01075	Carub.0006s0080
AT5G02040	Carub.0006s0089
AT5G02030	Carub.0006s0088
AT5G02050	Carub.0006s0090
AT5G02140	Carub.0006s0098
AT5G02130	Carub.0006s0097
AT5G02120	Carub.0006s0096
AT5G02110	Carub.0006s0095
AT5G02100	Carub.0006s0094
AT5G02090	Carub.0006s0093
AT5G02070	Carub.0006s0092
AT5G02060	Carub.0006s0091
AT5G02150	Carub.0006s0099
AT5G01540	Carub.0006s0029
AT3G17611	Carub.0003s1733
AT3G04830	Carub.0003s0402
AT5G01550	Carub.0006s0028
AT3G17609	Carub.0003s1732
AT5G01560	Carub.0006s0027
AT3G17640	Carub.0003s1735
AT3G04850	Carub.0003s0404
AT5G01570	Carub.0006s0026
AT3G17630	Carub.0003s1734
AT3G04840	Carub.0003s0403
AT5G01580	Carub.0006s0025
AT3G17660	Carub.0003s1737
AT3G04870	Carub.0003s0406
AT5G01590	Carub.0006s0024
AT3G04860	Carub.0003s0405
AT3G17670	Carub.0003s1739
AT5G01600	Carub.0006s0023
AT3G17668	Carub.0003s1738
AT5G01610	Carub.0006s0022
AT3G04880	Carub.0003s0407
AT5G15340	Carub.0006s1353
AT4G08280	Carub.0006s2684
AT5G15350	Carub.0006s1354
AT4G08290	Carub.0006s2685
AT5G15380	Carub.0006s1355
AT4G08300	Carub.0006s2686
AT5G15390	Carub.0006s1356
AT4G08310	Carub.0006s2687
AT5G15400	Carub.0006s1357
AT4G08320	Carub.0006s2688
AT5G15410	Carub.0006s1358
AT4G08330	Carub.0006s2689
AT5G15430	Carub.0006s1359
AT3G17600	Carub.0003s1731
AT3G04820	Carub.0003s0400
AT3G17590	Carub.0003s1730
AT5G15440	Carub.0006s1360
AT5G15450	Carub.0006s1361
AT1G74160	Carub.0002s2097
AT5G15460	Carub.0006s1362
AT5G15470	Carub.0006s1363
AT1G26240	Carub.0006s2694
AT5G01510	Carub.0006s0032
AT5G01520	Carub.0006s0031
AT3G04890	Carub.0003s0409
AT5G01530	Carub.0006s0030
AT3G17510	Carub.0003s1722
AT5G01450	Carub.0006s0038
AT5G01460	Carub.0006s0037
AT3G17520	Carub.0003s1723
AT5G01470	Carub.0006s0036
AT3G17560	Carub.0003s1726
AT5G01480	Carub.0006s0035
AT3G17550	Carub.0003s1725
AT1G48325	Carub.0003s1728
AT5G01490	Carub.0006s0034
AT5G01500	Carub.0006s0033
AT5G15480	Carub.0006s1364
AT1G74130	Carub.0002s2094
AT4G08390	Carub.0006s2695
AT5G15490	Carub.0006s1365
AT5G15500	Carub.0006s1366
AT1G74150	Carub.0002s2096
AT5G15510	Carub.0006s1367
AT4G08455	Carub.0006s2698
AT5G15520	Carub.0006s1368
AT1G74100	Carub.0002s2090
AT1G74120	Carub.0002s2092
AT3G17470	Carub.0003s1720
AT1G74110	Carub.0002s2091
AT5G15530	Carub.0006s1370
AT5G15540	Carub.0006s1371
AT1G74070	Carub.0002s2087
AT1G74055	Carub.0002s2086
AT5G15550	Carub.0006s1373
AT1G74090	Carub.0002s2089
AT5G15570	Carub.0006s1374
AT1G74080	Carub.0002s2088
AT5G01390	Carub.0006s0043
AT5G01400	Carub.0006s0042
AT3G17580	Carub.0003s1729
AT5G01420	Carub.0006s0040
AT3G17370	Carub.0003s1711
AT3G17380	Carub.0003s1710
AT3G17410	Carub.0003s1713
AT5G01340	Carub.0006s0048
AT3G17390	Carub.0003s1712
AT5G01350	Carub.0006s0047
AT3G17430	Carub.0003s1715
AT5G01360	Carub.0006s0046
AT3G17420	Carub.0003s1714
AT5G01370	Carub.0006s0045
AT5G01380	Carub.0006s0044
AT3G17440	Carub.0003s1716
AT5G15580	Carub.0006s1375
AT5G15600	Carub.0006s1376
AT5G15610	Carub.0006s1377
AT5G15630	Carub.0006s1378
AT5G15640	Carub.0006s1379
AT5G15650	Carub.0006s1380
AT5G15680	Carub.0006s1383
AT5G15700	Carub.0006s1384
AT5G15710	Carub.0006s1385
AT3G17465	Carub.0003s1719
AT3G17460	Carub.0003s1718
AT5G01300	Carub.0006s0052
AT5G01305	Carub.0006s0051
AT5G01310	Carub.0006s0050
AT3G17250	Carub.0003s1700
AT3G17310	Carub.0003s1702
AT3G17300	Carub.0003s1701
AT3G17330	Carub.0003s1704
AT3G17320	Carub.0003s1703
AT5G01290	Carub.0006s0056
AT3G17350	Carub.0003s1706
AT3G17340	Carub.0003s1705
AT5G15720	Carub.0006s1386
AT5G15725	Carub.0006s1387
AT5G15730	Carub.0006s1388
AT5G15740	Carub.0006s1389
AT5G15760	Carub.0006s1391
AT5G15770	Carub.0006s1392
AT5G15780	Carub.0006s1393
AT5G15790	Carub.0006s1394
AT5G15800	Carub.0006s1395
AT5G15802	Carub.0006s1396
AT3G17365	Carub.0003s1708
AT5G01240	Carub.0006s0064
AT3G17360	Carub.0003s1707
AT5G01250	Carub.0006s0063
AT5G01260	Carub.0006s0062
AT5G01270	Carub.0006s0061
AT5G01280	Carub.0006s0060
AT5G15010	Carub.0006s1317
AT3G18050	Carub.0003s1777
AT3G05210	Carub.0003s0446
AT5G15020	Carub.0006s1318
AT3G18040	Carub.0003s1776
AT4G07390	Carub.0006s2649
AT3G05200	Carub.0003s0445
AT3G18070	Carub.0003s1779
AT3G05230	Carub.0003s0448
AT3G18060	Carub.0003s1778
AT3G05220	Carub.0003s0447
AT3G05240	Carub.0003s0449
AT1G73850	Carub.0002s2061
AT1G73840	Carub.0002s2060
AT5G14940	Carub.0006s1310
AT3G18000	Carub.0003s1771
AT1G73870	Carub.0002s2063
AT3G05155	Carub.0003s0440
AT5G14950	Carub.0006s1311
AT4G06744	Carub.0006s2643
AT1G73860	Carub.0002s2062
AT3G17980	Carub.0003s1770
AT5G14960	Carub.0006s1312
AT3G18020	Carub.0003s1773
AT3G05170	Carub.0003s0442
AT5G14970	Carub.0006s1313
AT3G18010	Carub.0003s1772
AT5G14980	Carub.0006s1314
AT3G18035	Carub.0003s1775
AT3G05190	Carub.0003s0444
AT5G14990	Carub.0006s1315
AT3G05180	Carub.0003s0443
AT2G16018	Carub.0006s2647
AT1G73820	Carub.0002s2057
AT1G73830	Carub.0002s2059
AT1G73790	Carub.0002s2054
AT1G73780	Carub.0002s2053
AT1G73810	Carub.0002s2056
AT1G73805	Carub.0002s2055
AT4G07400	Carub.0006s2650
AT5G15110	Carub.0006s1328
AT3G17930	Carub.0003s1766
AT5G15120	Carub.0006s1329
AT3G05100	Carub.0003s0434
AT3G17920	Carub.0003s1765
AT3G05130	Carub.0003s0437
AT3G17950	Carub.0003s1768
AT3G17940	Carub.0003s1767
AT3G05150	Carub.0003s0439
AT3G05140	Carub.0003s0438
AT3G17970	Carub.0003s1769
AT4G07410	Carub.0006s2652
AT1G73770	Carub.0002s2052
AT5G15050	Carub.0006s1322
AT1G73760	Carub.0002s2051
AT4G07960	Carub.0006s2654
AT5G15070	Carub.0006s1324
AT3G05060	Carub.0003s0431
AT3G17890	Carub.0003s1762
ATMG00285	Carub.0006s2655
AT5G15080	Carub.0006s1325
AT4G07990	Carub.0006s2656
AT3G05050	Carub.0003s0430
AT5G15090	Carub.0006s1326
AT3G05090	Carub.0003s0433
AT3G17910	Carub.0003s1764
AT5G15100	Carub.0006s1327
AT3G05070	Carub.0003s0432
AT3G17900	Carub.0003s1763
AT1G73720	Carub.0002s2047
AT1G73710	Carub.0002s2046
AT1G73740	Carub.0002s2049
AT1G73730	Carub.0002s2048
AT1G73680	Carub.0002s2043
AT1G73670	Carub.0002s2042
AT1G73700	Carub.0002s2045
AT1G73690	Carub.0002s2044
AT5G15130	Carub.0006s1330
AT4G08028	Carub.0006s2661
AT5G15210	Carub.0006s1339
AT4G08630	Carub.0003s0424
AT3G17840	Carub.0003s1755
AT5G01760	Carub.0006s0007
AT3G05000	Carub.0003s0423
AT3G17830	Carub.0003s1754
AT3G05020	Carub.0003s0426
AT3G17860	Carub.0003s1757
AT3G05010	Carub.0003s0425
AT5G01790	Carub.0006s0004
AT3G17880	Carub.0003s1759
AT3G16750	Carub.0003s1758
AT5G01810	Carub.0006s0002
AT5G01820	Carub.0006s0001
AT3G05040	Carub.0003s0429
AT1G74040	Carub.0002s2083
AT5G15150	Carub.0006s1332
AT1G74030	Carub.0002s2082
AT5G15160	Carub.0006s1333
AT5G15170	Carub.0006s1334
AT4G08040	Carub.0006s2665
AT5G15180	Carub.0006s1335
AT3G17800	Carub.0003s1751
AT3G04980	Carub.0003s0420
AT3G17790	Carub.0003s1750
AT5G15190	Carub.0006s1337
AT3G17820	Carub.0003s1753
AT1G74020	Carub.0002s2081
AT5G01740	Carub.0006s0009
AT5G15200	Carub.0006s1338
AT3G17810	Carub.0003s1752
AT1G74010	Carub.0002s2080
AT5G01750	Carub.0006s0008
AT3G04990	Carub.0003s0421
AT1G74000	Carub.0002s2079
AT1G73980	Carub.0002s2076
AT1G73970	Carub.0002s2075
AT4G08150	Carub.0006s2670
AT4G08160	Carub.0006s2671
AT5G15230	Carub.0006s1341
AT1G73990	Carub.0002s2077
AT4G08170	Carub.0006s2672
AT5G01730	Carub.0006s0010
AT5G01650	Carub.0006s0018
AT3G17700	Carub.0003s1743
AT5G01660	Carub.0006s0017
AT3G04910	Carub.0003s0412
AT5G01670	Carub.0006s0016
AT3G04940	Carub.0003s0415
AT3G17730	Carub.0003s1745
AT3G04930	Carub.0003s0414
AT5G01700	Carub.0006s0014
AT3G04950	Carub.0003s0417
AT5G01710	Carub.0006s0013
AT3G04970	Carub.0003s0419
AT3G17770	Carub.0003s1749
AT5G01720	Carub.0006s0011
AT5G15240	Carub.0006s1342
AT1G73950	Carub.0002s2072
AT4G08180	Carub.0006s2673
AT5G15250	Carub.0006s1343
AT1G73940	Carub.0002s2071
AT4G08210	Carub.0006s2674
AT5G15260	Carub.0006s1344
AT1G73965	Carub.0002s2074
AT5G15265	Carub.0006s1345
AT1G73960	Carub.0002s2073
AT4G08230	Carub.0006s2676
AT5G15270	Carub.0006s1346
AT4G08240	Carub.0006s2677
AT3G17675	Carub.0003s1740
AT5G15280	Carub.0006s1347
AT4G08250	Carub.0006s2678
