AT1G56060	CARHR045780
AT5G57960	CARHR271740
AT3G50580	CARHR160090
AT5G26850	CARHR186680
AT5G16000	CARHR197320
AT1G05291	CARHR004780
AT1G29380	CARHR028710
AT1G04110	CARHR003450
AT1G02813	CARHR002120
AT5G17200	CARHR196010
AT5G14650	CARHR198670
AT3G63088	CARHR173390
AT4G24790	CARHR232170
AT5G49940	CARHR258780
AT1G16280	CARHR016750
AT5G57950	CARHR271730
AT3G50570	CARHR160080
AT1G02810	CARHR002110
AT5G17210	CARHR196000
AT4G35783	CARHR244140
AT4G14160	CARHR220190
AT4G37040	CARHR245470
AT1G05290	CARHR004770
AT1G04100	CARHR003440
AT4G26060	CARHR233570
AT3G61760	CARHR172090
AT5G15920	CARHR197390
AT5G17165	CARHR196060
AT5G56760	CARHR270510
AT1G14790	CARHR015330
AT1G31440	CARHR030960
AT1G49310	CARHR039300
AT4G10440	CARHR256210
AT1G17400	CARHR017990
AT1G51810	CARHR258870
AT1G59640	CARHR053600
AT1G16180	CARHR016660
AT4G39810	CARHR246890
AT5G58030	CARHR271840
AT3G47020	CARHR042940
AT5G54860	CARHR268200
AT1G51440	CARHR041610
AT4G35860	CARHR244230
AT1G05205	CARHR004680
AT1G04000	CARHR003350
AT4G36945	CARHR245560
AT1G02720	CARHR002020
AT5G56160	CARHR269530
AT5G05940	CARHR207280
AT5G17160	CARHR196070
AT3G61750	CARHR172080
AT4G27250	CARHR234890
AT5G56750	CARHR270500
AT1G14780	CARHR015320
AT1G49320	CARHR039310
AT3G04680	CARHR078910
AT1G17380	CARHR017980
AT4G10430	CARHR256220
AT1G56590	CARHR054920
AT1G31450	CARHR030970
AT1G16170	CARHR016650
AT4G13600	CARHR219270
AT1G59580	CARHR283810
AT5G58020	CARHR271830
AT1G52790	CARHR042950
AT1G51450	CARHR041620
AT1G27900	CARHR027330
AT1G05200	CARHR004670
AT1G73820	CARHR066900
AT1G03990	CARHR003340
AT5G05930	CARHR207290
AT4G36940	CARHR245570
AT1G02710	CARHR002010
AT4G26080	CARHR233590
AT5G15940	CARHR197370
AT4G24840	CARHR232260
AT1G16210	CARHR016680
AT1G13640	CARHR014020
AT5G49880	CARHR258850
AT5G50780	CARHR257520
AT1G56600	CARHR054910
AT3G16650	CARHR091900
AT3G04690	CARHR078920
AT5G48230	CARHR184060
AT4G39830	CARHR246870
AT1G04020	CARHR003370
AT1G59590	CARHR283800
AT5G56140	CARHR269510
AT1G29310	CARHR028630
AT5G58010	CARHR271820
AT1G30550	CARHR029960
AT4G35840	CARHR244210
AT1G52760	CARHR042920
AT4G36960	CARHR245540
AT1G02740	CARHR002040
AT5G15930	CARHR197380
AT4G26070	CARHR233580
AT5G17170	CARHR196050
AT4G24830	CARHR232250
AT1G31430	CARHR030950
AT1G13635	CARHR014010
AT1G14810	CARHR015340
AT3G04700	CARHR078930
AT1G16190	CARHR016670
AT5G49840	CARHR258860
AT3G03590	CARHR077600
AT5G48220	CARHR184070
AT4G14200	CARHR220270
AT4G39820	CARHR246880
AT3G61340	CARHR219290
AT1G05210	CARHR004690
AT1G27850	CARHR027310
AT1G29320	CARHR028640
AT5G58005	CARHR271810
AT1G52770	CARHR042930
AT1G51420	CARHR041600
AT5G56120	CARHR269500
AT4G35850	CARHR244220
AT1G04010	CARHR003360
AT4G36950	CARHR245550
AT1G02730	CARHR002030
AT5G05970	CARHR207240
AT4G27220	CARHR234860
AT1G14830	CARHR015370
AT4G26010	CARHR233530
AT4G38680	CARHR294400
AT1G60630	CARHR052310
AT1G58280	CARHR053640
AT5G50790	CARHR257500
AT1G04040	CARHR003390
AT1G02780	CARHR002060
AT1G27930	CARHR027360
AT4G14940	CARHR221550
AT4G39850	CARHR246850
AT1G25425	CARHR026030
AT1G50260	CARHR040320
AT1G73850	CARHR066950
AT1G72700	CARHR065620
AT4G36980	CARHR245520
AT5G58003	CARHR271800
AT5G05965	CARHR207250
AT1G48405	CARHR038020
AT1G34510	CARHR233520
AT4G27190	CARHR234850
AT5G25910	CARHR039350
AT1G58290	CARHR053630
AT4G38690	CARHR294410
AT4G14170	CARHR220200
AT1G56580	CARHR054960
AT5G49890	CARHR258840
AT4G13590	CARHR219230
AT1G04030	CARHR003380
AT1G02750	CARHR002050
AT4G39840	CARHR246860
AT1G25422	CARHR026040
AT4G16470	CARHR222870
AT4G14930	CARHR221540
AT4G26000	CARHR233510
AT4G35820	CARHR244200
AT4G36970	CARHR245530
AT1G72690	CARHR065610
AT5G05960	CARHR207260
AT4G27240	CARHR234880
AT4G26050	CARHR233550
AT4G24820	CARHR232220
AT1G14850	CARHR015390
AT4G39880	CARHR246820
AT1G49330	CARHR039320
AT1G56570	CARHR054950
AT4G38710	CARHR294420
AT1G31460	CARHR030980
AT1G02790	CARHR002080
AT4G14950	CARHR221570
AT1G29340	CARHR028670
AT5G49920	CARHR258800
AT4G39870	CARHR246830
AT1G51460	CARHR041630
AT1G27910	CARHR027340
AT1G25450	CARHR026010
AT1G50240	CARHR040300
AT1G73840	CARHR066930
AT1G52780	CARHR042960
AT1G72680	CARHR065600
AT5G05950	CARHR207270
AT4G26020	CARHR233540
AT4G27230	CARHR234870
AT1G14840	CARHR015380
AT4G24805	CARHR232210
AT4G37000	CARHR245500
AT5G49900	CARHR258820
AT2G23460	CARHR293100
AT4G38730	CARHR294430
AT4G16490	CARHR222890
AT4G14190	CARHR220230
AT1G27920	CARHR027350
AT4G39860	CARHR246840
AT4G36990	CARHR245510
AT1G25440	CARHR026020
AT1G52800	CARHR042970
AT1G50250	CARHR040310
AT1G73830	CARHR066920
AT5G03470	CARHR209860
AT1G72750	CARHR065670
AT1G48430	CARHR038050
AT1G50360	CARHR040370
AT1G71050	CARHR064340
AT4G39900	CARHR246800
AT4G16447	CARHR222830
AT3G16710	CARHR091960
AT4G14910	CARHR221500
AT4G38740	CARHR294440
AT2G23470	CARHR293110
AT1G25420	CARHR026070
AT1G60610	CARHR052360
AT3G04740	CARHR078990
AT3G13600	CARHR088300
AT3G02350	CARHR076330
AT1G69920	CARHR063000
AT1G71040	CARHR064330
AT5G02520	CARHR210840
AT2G29950	CARHR123190
AT1G48440	CARHR038060
AT1G49380	CARHR039390
AT1G73880	CARHR066990
AT5G03455	CARHR209870
AT5G04750	CARHR208540
AT3G14710	CARHR089650
AT5G05987	CARHR207210
AT1G13670	CARHR014070
AT3G13620	CARHR088320
AT3G01960	CARHR075000
AT4G16444	CARHR222820
AT4G39890	CARHR246810
AT3G15540	CARHR090620
AT4G38760	CARHR294450
AT1G25400	CARHR026080
AT4G38770	CARHR294460
AT3G03620	CARHR077670
AT1G60620	CARHR052350
AT3G02360	CARHR076340
AT3G01940	CARHR075010
AT1G72730	CARHR065650
AT5G02510	CARHR210850
AT5G03460	CARHR209880
AT5G04740	CARHR208550
AT1G49350	CARHR039360
AT5G05990	CARHR207220
AT1G73875	CARHR066980
AT2G42560	CARHR137700
AT4G36840	CARHR210870
AT1G48410	CARHR038030
AT3G13650	CARHR088330
AT4G13560	CARHR219200
AT3G15570	CARHR090650
AT2G23520	CARHR293130
AT2G23530	CARHR293140
AT4G06744	CARHR294470
AT3G03630	CARHR077680
AT3G01920	CARHR075020
AT1G27950	CARHR027380
AT4G25990	CARHR233500
AT1G50280	CARHR040340
AT1G73870	CARHR066970
AT2G42570	CARHR137710
AT1G72720	CARHR065640
AT1G51510	CARHR041670
AT1G13690	CARHR014090
AT5G04730	CARHR208560
AT3G14730	CARHR089670
AT1G48420	CARHR038040
AT1G50310	CARHR040360
AT5G05980	CARHR207230
AT5G02500	CARHR210880
AT5G01480	CARHR221510
AT3G07005	CARHR052320
AT3G13660	CARHR088340
AT4G16450	CARHR222840
AT4G13580	CARHR219210
AT3G15550	CARHR090640
AT1G27960	CARHR027390
AT3G03640	CARHR077690
AT2G23540	CARHR293150
AT3G02380	CARHR076360
AT3G01930	CARHR075030
AT4G16460	CARHR222850
AT1G72710	CARHR065630
AT1G71015	CARHR064300
AT1G50300	CARHR040350
AT1G73860	CARHR066960
AT2G42580	CARHR137720
AT2G30970	CARHR124490
AT1G48460	CARHR038090
AT1G71090	CARHR064380
AT2G29940	CARHR123160
AT5G03530	CARHR209820
AT3G04710	CARHR078940
AT2G42590	CARHR137730
AT5G02560	CARHR210800
AT2G30960	CARHR124480
AT1G69935	CARHR063040
AT1G71080	CARHR064370
AT5G04780	CARHR208500
AT5G03520	CARHR209830
AT3G16660	CARHR091910
AT2G29930	CARHR123150
AT2G20590	CARHR111170
AT3G45240	CARHR150700
AT2G42600	CARHR137740
AT3G14620	CARHR089600
AT5G02550	CARHR210810
AT1G71070	CARHR064360
AT3G52820	CARHR162700
AT5G03510	CARHR209840
AT1G72770	CARHR065690
AT5G04770	CARHR208510
AT3G02320	CARHR076300
AT2G21550	CARHR112490
AT1G25390	CARHR026090
AT1G60250	CARHR052380
AT3G04720	CARHR078970
AT5G02540	CARHR210820
AT2G20585	CARHR111160
AT2G42610	CARHR137750
AT1G48450	CARHR038080
AT1G69930	CARHR063020
AT5G03490	CARHR209850
AT5G04760	CARHR208520
AT1G72760	CARHR065680
AT1G71060	CARHR064350
AT3G27200	CARHR148410
AT3G02330	CARHR076310
AT3G03600	CARHR077640
AT4G16430	CARHR222800
AT2G29900	CARHR123130
AT3G15534	CARHR090600
AT3G03610	CARHR077650
AT1G60600	CARHR052370
AT3G04730	CARHR078980
AT2G40116	CARHR135100
AT5G02530	CARHR210830
AT3G62050	CARHR150720
AT2G41330	CARHR136430
AT2G42620	CARHR137760
AT1G49990	CARHR040090
AT3G14415	CARHR089360
AT3G25220	CARHR101570
AT1G72450	CARHR065390
AT1G70790	CARHR064060
AT3G16470	CARHR091680
AT3G53900	CARHR163810
AT2G30710	CARHR124210
AT3G13420	CARHR088030
AT2G32940	CARHR126870
AT3G02090	CARHR076050
AT2G21350	CARHR112230
AT2G22330	CARHR113560
AT3G53920	CARHR163800
AT3G16460	CARHR091670
AT2G31840	CARHR125530
AT2G30700	CARHR124200
AT2G32930	CARHR126860
AT1G47300	CARHR149520
AT1G61000	CARHR052070
AT3G03341	CARHR077390
AT2G05970	CARHR076060
AT3G28840	CARHR151830
AT2G21340	CARHR112220
AT2G22320	CARHR113550
AT2G41120	CARHR136210
AT2G43680	CARHR138870
AT3G14400	CARHR089380
AT1G72440	CARHR065370
AT3G15352	CARHR090370
AT1G49040	CARHR039080
AT5G66650	CARHR281070
AT1G70780	CARHR064040
AT3G24010	CARHR100220
AT2G31830	CARHR125520
AT2G32920	CARHR126850
AT3G51530	CARHR162500
AT3G27010	CARHR148200
AT3G02110	CARHR076070
AT2G26140	CARHR114870
AT2G21330	CARHR112210
AT3G28850	CARHR151840
AT2G41130	CARHR136220
AT2G04865	CARHR102890
AT1G72430	CARHR065360
AT2G32900	CARHR126840
AT3G27020	CARHR148210
AT3G14395	CARHR089390
AT5G54750	CARHR268090
AT1G60990	CARHR052050
AT2G22300	CARHR113530
AT1G10875	CARHR151850
AT2G42490	CARHR137560
AT1G49050	CARHR039090
AT3G02120	CARHR076080
AT5G66675	CARHR281050
AT3G17640	CARHR092970
AT3G14440	CARHR089320
AT3G24030	CARHR100200
AT2G31810	CARHR125500
AT2G32890	CARHR126830
AT3G53950	CARHR163850
AT2G42500	CARHR137570
AT3G06460	CARHR080980
AT3G03305	CARHR077340
AT3G01060	CARHR076010
AT5G46940	CARHR174500
AT3G28857	CARHR151860
AT2G41150	CARHR136240
AT5G13640	CARHR199800
AT5G66680	CARHR281040
AT3G25190	CARHR101540
AT2G04860	CARHR102870
AT3G24020	CARHR100210
AT2G22270	CARHR113500
AT3G13390	CARHR088000
AT3G17630	CARHR092960
AT3G27025	CARHR148230
AT5G25550	CARHR187830
AT3G06450	CARHR080990
AT2G41160	CARHR136250
AT3G03310	CARHR077350
AT3G01050	CARHR076020
AT2G26110	CARHR114840
AT3G45310	CARHR150540
AT3G28860	CARHR151870
AT5G13630	CARHR199810
AT1G70820	CARHR064080
AT2G21725	CARHR149570
AT3G14430	CARHR089340
AT3G17660	CARHR092990
AT2G04845	CARHR102840
AT2G26100	CARHR114820
AT3G13400	CARHR088010
AT5G25570	CARHR187800
AT3G51620	CARHR161210
AT3G03320	CARHR077360
AT2G41170	CARHR136260
AT3G04500	CARHR078690
AT4G35750	CARHR244090
AT3G01040	CARHR076030
AT2G32850	CARHR126800
AT2G04842	CARHR102830
AT5G66700	CARHR281020
AT5G46910	CARHR174520
AT5G46080	CARHR175850
AT3G14420	CARHR089350
AT3G16440	CARHR091650
AT3G25180	CARHR101520
AT2G04850	CARHR102850
AT5G25560	CARHR187810
AT2G26080	CARHR114810
AT3G51610	CARHR161200
AT3G15354	CARHR090320
AT3G13410	CARHR088020
AT3G53960	CARHR163860
AT2G41180	CARHR136270
AT3G25170	CARHR101510
AT5G38730	CARHR283670
AT4G10540	CARHR256050
AT5G46050	CARHR175880
AT5G50870	CARHR257380
AT2G01050	CARHR114800
AT3G51630	CARHR161230
AT4G24700	CARHR232080
AT3G52690	CARHR162560
AT5G57910	CARHR271690
AT5G57887	CARHR271680
AT2G41190	CARHR136280
AT5G54730	CARHR268040
AT5G14800	CARHR198510
AT5G13600	CARHR199840
AT5G66720	CARHR281000
AT5G46880	CARHR174540
AT5G46060	CARHR175870
AT3G62920	CARHR173210
AT3G27050	CARHR148270
AT5G50860	CARHR257390
AT4G20240	CARHR256060
AT5G13580	CARHR199860
AT4G24690	CARHR232070
AT3G53980	CARHR163880
AT5G57900	CARHR271670
AT3G53990	CARHR163890
AT5G25500	CARHR187880
AT5G54710	CARHR268030
AT4G35740	CARHR244080
AT5G26990	CARHR186550
AT2G41210	CARHR136290
AT5G14790	CARHR198520
AT5G13590	CARHR199850
AT4G14100	CARHR220090
AT5G46070	CARHR175860
AT5G50000	CARHR258690
AT5G50900	CARHR257360
AT1G06170	CARHR005700
AT3G27060	CARHR148280
AT5G56640	CARHR270330
AT5G25540	CARHR187840
AT4G35720	CARHR244050
AT3G52720	CARHR162590
AT4G37130	CARHR245380
AT5G55980	CARHR269350
AT5G57880	CARHR271660
AT3G51660	CARHR161260
AT1G06180	CARHR005710
AT3G62940	CARHR173230
AT5G42340	CARHR284970
AT5G50890	CARHR257370
AT5G46040	CARHR175890
AT3G53330	CARHR148290
AT5G27920	CARHR186520
AT5G56630	CARHR270320
AT4G24710	CARHR232090
AT5G25530	CARHR187850
AT4G35730	CARHR244060
AT5G41680	CARHR272980
AT3G52710	CARHR162580
AT5G14850	CARHR198500
AT5G42330	CARHR284960
AT3G62930	CARHR173220
AT3G13432	CARHR088070
AT5G46860	CARHR174590
AT4G25900	CARHR233370
AT3G62970	CARHR173260
AT4G24660	CARHR232040
AT3G15355	CARHR090390
AT5G16080	CARHR197230
AT5G14750	CARHR198560
AT5G56620	CARHR270310
AT5G50920	CARHR257340
AT3G51680	CARHR161280
AT4G13420	CARHR219060
AT4G14070	CARHR220060
AT5G41685	CARHR272970
AT5G26960	CARHR186580
AT1G06200	CARHR005730
AT1G04985	CARHR004400
AT5G55960	CARHR269330
AT1G30320	CARHR029700
AT5G06340	CARHR207080
AT3G02125	CARHR076090
AT4G14819	CARHR221390
AT4G39990	CARHR246690
AT5G54690	CARHR268000
AT5G50010	CARHR258680
AT3G15353	CARHR090380
AT3G13435	CARHR088080
AT4G27040	CARHR234690
AT5G46870	CARHR174580
AT4G25890	CARHR233360
AT3G62960	CARHR173250
AT4G24640	CARHR232030
AT5G14740	CARHR198570
AT5G16070	CARHR197240
AT5G56610	CARHR270300
AT5G50915	CARHR257350
AT4G10560	CARHR256020
AT4G14040	CARHR220050
AT3G51670	CARHR161270
AT4G14820	CARHR221380
AT4G13430	CARHR219070
AT5G28646	CARHR185260
AT1G06190	CARHR005720
AT1G30330	CARHR029710
AT5G55950	CARHR269320
AT3G13440	CARHR088090
AT5G14770	CARHR198540
AT5G13570	CARHR199870
AT4G10010	CARHR260970
AT3G62990	CARHR173280
AT1G17150	CARHR017730
AT1G15880	CARHR016400
AT4G24680	CARHR232060
AT5G25510	CARHR187890
AT4G13440	CARHR219080
AT5G28640	CARHR185230
AT5G41720	CARHR272950
AT5G26980	CARHR186560
AT5G42320	CARHR284930
AT1G05000	CARHR004420
AT5G14780	CARHR198530
AT5G16100	CARHR197200
AT4G35660	CARHR244010
AT4G37170	CARHR245340
AT3G62980	CARHR173270
AT4G24670	CARHR232050
AT5G14760	CARHR198550
AT4G09980	CARHR260960
AT5G13560	CARHR199880
AT1G17147	CARHR017720
AT2G01470	CARHR257330
AT4G10600	CARHR256000
AT4G08980	CARHR259990
AT4G25910	CARHR233380
AT4G40000	CARHR246680
AT4G13450	CARHR219090
AT5G41730	CARHR272940
AT5G57870	CARHR271610
AT5G42310	CARHR284920
AT1G04990	CARHR004410
AT5G55930	CARHR269300
AT1G06210	CARHR005740
AT4G14050	CARHR220070
AT5G16040	CARHR197270
AT5G06400	CARHR207160
AT5G54760	CARHR234780
AT4G25940	CARHR233450
AT4G24750	CARHR232120
AT1G32460	CARHR031930
AT5G50830	CARHR257420
AT5G49960	CARHR258750
AT4G13510	CARHR219140
AT4G39920	CARHR246770
AT4G14120	CARHR220140
AT5G28680	CARHR185290
AT4G14870	CARHR221470
AT5G57940	CARHR271720
AT1G29810	CARHR029620
AT5G56040	CARHR269410
AT1G53645	CARHR043910
AT4G37080	CARHR245440
AT1G04920	CARHR004320
AT1G07260	CARHR006980
AT1G06137	CARHR005650
AT4G27120	CARHR234770
AT5G16030	CARHR197280
AT4G25930	CARHR233440
AT4G24740	CARHR232110
AT1G17090	CARHR017620
AT1G31130	CARHR030610
AT5G50820	CARHR257430
AT5G49950	CARHR258760
AT4G13520	CARHR219150
AT4G16440	CARHR222790
AT4G14110	CARHR220130
AT5G57930	CARHR271710
AT1G30240	CARHR029630
AT1G04910	CARHR004310
AT1G07250	CARHR006970
AT4G35770	CARHR244120
AT5G06060	CARHR207170
AT4G25960	CARHR233470
AT4G24760	CARHR232140
AT5G16060	CARHR197250
AT5G50850	CARHR257400
AT5G49980	CARHR258730
AT1G17110	CARHR017650
AT1G67025	CARHR018980
AT1G15810	CARHR016320
AT4G14145	CARHR220160
AT4G13530	CARHR219160
AT4G14890	CARHR221490
AT5G57920	CARHR271700
AT4G37090	CARHR245420
AT1G04940	CARHR004340
AT1G06140	CARHR005670
AT5G06050	CARHR207180
AT1G03680	CARHR003010
AT1G29850	CARHR029600
AT5G14720	CARHR198590
AT5G16050	CARHR197260
AT4G25950	CARHR233460
AT1G32470	CARHR031920
AT5G50840	CARHR257410
AT5G49970	CARHR258740
AT1G18370	CARHR018970
AT1G15800	CARHR016310
AT3G05510	CARHR079900
AT4G14900	CARHR221480
AT4G13540	CARHR219170
AT4G39940	CARHR246760
AT1G53640	CARHR043900
AT4G35760	CARHR244100
AT4G37100	CARHR245430
AT1G06150	CARHR005660
AT5G03550	CARHR209780
AT5G04830	CARHR208450
AT1G17130	CARHR017670
AT5G06370	CARHR207120
AT1G32520	CARHR031970
AT1G31170	CARHR030640
AT1G04950	CARHR004360
AT1G06160	CARHR005690
AT1G30270	CARHR029660
AT4G39955	CARHR246730
AT4G14080	CARHR220100
AT4G16390	CARHR222760
AT4G14860	CARHR221430
AT1G27410	CARHR027000
AT1G03700	CARHR003030
AT1G53660	CARHR043950
AT5G03545	CARHR209790
AT5G04820	CARHR208460
AT1G18390	CARHR018990
AT5G06380	CARHR207130
AT4G27080	CARHR234730
AT5G02580	CARHR210780
AT1G14520	CARHR015000
AT5G49990	CARHR258720
AT4G14830	CARHR221410
AT1G17120	CARHR017660
AT1G15820	CARHR016330
AT1G32530	CARHR031980
AT4G16380	CARHR222750
AT4G39952	CARHR246740
AT1G30280	CARHR029670
AT4G14850	CARHR221420
AT4G37110	CARHR245410
AT1G27420	CARHR027010
AT1G03687	CARHR003020
AT1G04945	CARHR004350
AT1G74640	CARHR067910
AT1G53670	CARHR043960
AT1G52520	CARHR042630
AT5G04810	CARHR208470
AT4G00420	CARHR016360
AT1G14540	CARHR015030
AT4G27110	CARHR234760
AT2G30695	CARHR124190
AT4G24730	CARHR232100
AT1G31140	CARHR030620
AT4G39980	CARHR246700
AT1G54790	CARHR055920
AT1G32500	CARHR031950
AT1G04970	CARHR004380
AT4G16410	CARHR222780
AT4G14090	CARHR220120
AT1G30250	CARHR029640
AT1G52500	CARHR042600
AT1G74620	CARHR067900
AT2G05220	CARHR208480
AT5G06410	CARHR207150
AT1G17140	CARHR017680
AT2G30690	CARHR124180
AT1G15825	CARHR016350
AT4G27100	CARHR234750
AT1G31160	CARHR030630
AT1G54780	CARHR055910
AT1G32510	CARHR031960
AT4G38580	CARHR294310
AT1G04960	CARHR004370
AT1G35290	CARHR220110
AT4G39960	CARHR246720
AT1G53650	CARHR043940
AT1G52510	CARHR042610
AT1G30260	CARHR029650
AT1G15860	CARHR016380
AT1G52560	CARHR042670
AT1G74680	CARHR067970
AT5G03580	CARHR209740
AT5G04870	CARHR208410
AT4G16340	CARHR222710
AT3G17611	CARHR092930
AT3G05550	CARHR079950
AT3G16380	CARHR091600
AT4G38590	CARHR294320
AT1G03740	CARHR003070
AT1G54820	CARHR055990
AT1G27440	CARHR027040
AT1G72410	CARHR065300
AT1G49970	CARHR040000
AT1G74670	CARHR067960
AT1G52550	CARHR042660
AT3G06410	CARHR080940
AT5G03570	CARHR209750
AT1G49000	CARHR039030
AT1G14550	CARHR015040
AT2G43710	CARHR138900
AT3G03272	CARHR077300
AT3G04480	CARHR078630
AT4G38600	CARHR294330
AT2G23370	CARHR293000
AT3G17609	CARHR092920
AT1G04980	CARHR004390
AT1G27450	CARHR027050
AT1G73600	CARHR066620
AT1G74660	CARHR067950
AT5G02620	CARHR210730
AT1G49975	CARHR040010
AT3G06420	CARHR080950
AT1G14570	CARHR015070
AT5G02600	CARHR210750
AT2G43720	CARHR138910
AT4G14840	CARHR221400
AT1G48990	CARHR039000
AT3G03280	CARHR077310
AT2G23380	CARHR293010
AT1G31190	CARHR030660
AT4G38620	CARHR294340
AT1G32540	CARHR031990
AT3G24050	CARHR100180
AT2G21300	CARHR112170
AT4G38630	CARHR294350
AT4G16370	CARHR222740
AT1G03760	CARHR003090
AT1G30290	CARHR029680
AT3G03290	CARHR077320
AT3G05570	CARHR079980
AT3G04490	CARHR078650
AT4G27060	CARHR234710
AT1G74650	CARHR067940
AT1G73590	CARHR066610
AT5G02610	CARHR210740
AT1G53680	CARHR043970
AT3G06430	CARHR080960
AT1G52540	CARHR042640
AT2G22410	CARHR041310
AT5G03555	CARHR209770
AT5G04840	CARHR208440
AT5G06360	CARHR207110
AT1G15870	CARHR016390
AT3G14450	CARHR089310
AT4G16350	CARHR222720
AT2G23390	CARHR293020
AT1G31175	CARHR030670
AT3G24040	CARHR100190
AT2G21290	CARHR112160
AT2G22260	CARHR113490
AT2G23420	CARHR293030
AT4G38640	CARHR294360
AT1G27435	CARHR027030
AT1G03750	CARHR003080
AT1G30300	CARHR029690
AT3G03300	CARHR077330
AT3G01070	CARHR076000
AT1G74630	CARHR067930
AT2G43750	CARHR138930
AT3G14460	CARHR089300
AT2G42520	CARHR137600
AT4G27030	CARHR234700
AT3G06440	CARHR080970
AT1G52530	CARHR042650
AT1G73580	CARHR066600
AT2G32840	CARHR126790
AT1G51310	CARHR041380
AT3G24060	CARHR100160
AT1G14590	CARHR015090
AT1G49110	CARHR039060
AT1G73630	CARHR066680
AT1G70760	CARHR064020
AT2G31790	CARHR125460
AT3G05520	CARHR079910
AT2G22250	CARHR113480
AT1G27470	CARHR027080
AT1G60983	CARHR052040
AT3G06380	CARHR080900
AT2G43770	CARHR138940
AT2G21280	CARHR112150
AT1G49030	CARHR039070
AT1G14580	CARHR015080
AT1G70750	CARHR064010
AT1G73620	CARHR066670
AT3G05530	CARHR079920
AT3G28280	CARHR149600
AT2G32830	CARHR126780
AT2G23430	CARHR293050
AT4G38660	CARHR294380
AT1G27500	CARHR027090
AT1G60980	CARHR052030
AT1G59750	CARHR053360
AT1G70740	CARHR064000
AT2G43760	CARHR138950
AT1G52565	CARHR042690
AT3G25150	CARHR101470
AT1G49980	CARHR040030
AT1G73610	CARHR066660
AT1G49005	CARHR039040
AT1G74700	CARHR067990
AT3G54010	CARHR163910
AT3G27950	CARHR149610
AT2G31750	CARHR125440
AT2G30630	CARHR124110
AT3G17600	CARHR092910
AT2G26070	CARHR114790
AT1G27460	CARHR027060
AT1G59760	CARHR053350
AT4G38670	CARHR294390
AT3G28900	CARHR151920
AT2G41200	CARHR136300
AT3G06390	CARHR080920
AT1G72420	CARHR065320
AT2G43780	CARHR138960
AT3G25160	CARHR101480
AT3G24080	CARHR100150
AT1G51260	CARHR041370
AT1G49010	CARHR039050
AT1G74690	CARHR067980
AT5G03590	CARHR209730
AT3G54000	CARHR163900
AT3G27960	CARHR149620
AT2G30620	CARHR124100
AT3G62440	CARHR052000
AT3G05545	CARHR079940
AT3G04470	CARHR078610
AT2G31740	CARHR125430
AT3G17590	CARHR092900
AT1G27461	CARHR027070
AT1G57610	CARHR054670
AT3G45290	CARHR150600
AT3G06400	CARHR080930
AT3G28910	CARHR151930
AT1G72416	CARHR065310
AT1G70900	CARHR064180
AT2G29670	CARHR123000
AT3G02200	CARHR076170
AT4G38560	CARHR294290
AT3G28720	CARHR151700
AT2G42360	CARHR137410
AT2G21440	CARHR112350
AT2G20470	CARHR111020
AT2G43580	CARHR138740
AT2G22480	CARHR113680
AT3G24280	CARHR100370
AT1G70895	CARHR064170
AT3G15410	CARHR090460
AT3G27890	CARHR149400
AT2G33040	CARHR126980
AT2G31940	CARHR125650
AT3G13490	CARHR088160
AT3G02210	CARHR076180
AT1G61065	CARHR052190
AT3G28730	CARHR151710
AT2G21430	CARHR112340
AT2G42370	CARHR137420
AT1G72550	CARHR065490
AT3G15440	CARHR090490
AT1G50140	CARHR040190
AT1G70870	CARHR064160
AT3G23930	CARHR100340
AT2G31930	CARHR125640
AT2G33050	CARHR126970
AT3G13500	CARHR088170
AT1G61040	CARHR052180
AT2G26190	CARHR114990
AT3G28740	CARHR151720
AT2G22470	CARHR113660
AT2G40990	CARHR136100
AT2G42380	CARHR137430
AT3G02220	CARHR076190
AT3G13510	CARHR088180
AT1G72540	CARHR065480
AT3G15430	CARHR090480
ATCG00800	CARHR282270
AT3G23920	CARHR100350
AT2G31920	CARHR125630
AT5G56600	CARHR270290
AT2G22460	CARHR113650
AT2G42390	CARHR137440
ATCG00780	CARHR282260
AT3G16560	CARHR091760
AT3G14350	CARHR089440
AT2G31910	CARHR125620
AT3G13450	CARHR088110
AT3G15390	CARHR090430
AT3G27920	CARHR149430
AT3G26940	CARHR148100
AT2G43610	CARHR138780
AT5G56590	CARHR270280
AT3G04600	CARHR078790
AT3G03440	CARHR077460
AT5G55920	CARHR269290
AT5G46140	CARHR175710
AT2G41000	CARHR136120
AT2G42395	CARHR137450
ATCG00770	CARHR282250
AT3G23940	CARHR100330
AT2G32990	CARHR126940
AT2G31900	CARHR125610
AT3G15380	CARHR090420
AT5G56580	CARHR270270
AT2G42400	CARHR137460
AT3G03450	CARHR077470
AT3G02170	CARHR076140
AT2G31890	CARHR125600
AT2G21400	CARHR112300
AT2G22450	CARHR113630
AT3G28750	CARHR151750
AT2G41010	CARHR136130
ATCG00750	CARHR282240
AT3G44240	CARHR283570
AT5G50950	CARHR257280
AT3G14330	CARHR089460
AT3G15395	CARHR090450
AT2G22425	CARHR113610
AT2G39320	CARHR102960
AT3G16570	CARHR091780
AT2G32980	CARHR126930
AT3G53820	CARHR163750
AT5G57850	CARHR271590
AT3G52600	CARHR162420
AT5G55900	CARHR269270
AT2G41020	CARHR136140
AT2G42410	CARHR137470
AT3G03470	CARHR077480
AT3G02180	CARHR076150
AT2G26180	CARHR114950
